swr,theta,r0,x0,r1,x1,region,parallel,series,Region G 1,Region T 1,Region G -1,Region T -1,Region G 2,Region T 2,Region G -2,Region T -2,Region G 5,Region T 5,Region G -5,Region T -5,Region G 10,Region T 10,Region G -1,Region T -1,Region G 15,Region T 15,Region G -15,Region T -15,Region G 20,Region T 20,Region G -20,Region T -20,Region G 25,Region T 25,Region G -25,Region T -25,
1.5,97,1.04,0.41,1.00,-0.45,1,-1.42,0.45,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
1.5,98,1.04,0.41,1.00,-0.45,1,-1.42,0.45,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
1.5,99,1.03,0.41,1.00,-0.44,1,-1.42,0.44,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,
1.5,100,1.03,0.41,1.00,-0.44,1,-1.42,0.44,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,
1.5,101,1.02,0.41,1.00,-0.43,1,-1.42,0.43,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,
1.5,102,1.01,0.41,1.00,-0.42,1,-1.42,0.42,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,
1.5,103,1.01,0.41,1.00,-0.42,1,-1.42,0.42,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,
1.5,104,1.00,0.41,1.00,-0.41,1,-1.43,0.41,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,
1.5,105,1.00,0.41,1.00,-0.41,1,-1.43,0.41,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,106,0.99,0.41,1.00,-0.40,1,-1.43,0.40,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,107,0.99,0.41,1.00,-0.39,1,-1.44,0.39,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,108,0.98,0.40,1.00,-0.39,1,-1.44,0.39,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,109,0.98,0.40,1.00,-0.38,1,-1.45,0.38,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,110,0.97,0.40,1.00,-0.37,1,-1.45,0.37,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,111,0.97,0.40,1.00,-0.36,1,-1.46,0.36,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,112,0.96,0.40,1.00,-0.36,1,-1.46,0.36,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,113,0.96,0.40,1.00,-0.35,1,-1.47,0.35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,114,0.95,0.40,1.00,-0.34,1,-1.48,0.34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,115,0.95,0.39,1.00,-0.33,1,-1.48,0.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,116,0.94,0.39,1.00,-0.32,1,-1.49,0.32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,117,0.94,0.39,1.00,-0.32,1,-1.50,0.32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,118,0.93,0.39,1.00,-0.31,1,-1.51,0.31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,119,0.93,0.39,1.00,-0.30,1,-1.52,0.30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
1.5,120,0.92,0.38,1.00,-0.29,1,-1.54,0.29,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
1.5,121,0.92,0.38,1.00,-0.28,1,-1.55,0.28,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
1.5,122,0.91,0.38,1.00,-0.27,1,-1.56,0.27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
1.5,123,0.91,0.38,1.00,-0.26,1,-1.58,0.26,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
1.5,124,0.90,0.38,1.00,-0.25,1,-1.60,0.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
1.5,125,0.90,0.37,1.00,-0.24,1,-1.62,0.24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
1.5,126,0.90,0.37,1.00,-0.23,1,-1.64,0.23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
1.5,127,0.89,0.37,1.00,-0.21,1,-1.67,0.21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,128,0.89,0.37,1.00,-0.20,1,-1.69,0.20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,129,0.88,0.37,1.00,-0.19,1,-1.73,0.19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,130,0.88,0.36,1.00,-0.17,1,-1.76,0.17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,131,0.87,0.36,1.00,-0.15,1,-1.81,0.15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,132,0.87,0.36,1.00,-0.13,1,-1.86,0.13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,133,0.87,0.36,1.00,-0.11,1,-1.93,0.11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,134,0.86,0.35,1.00,-0.09,1,-2.03,0.09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,135,0.86,0.35,1.00,-0.05,1,-2.21,0.05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
1.5,136,0.85,0.35,0.85,0.35,2,-2.43,0.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,137,0.85,0.35,0.85,0.36,2,-2.39,0.01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,138,0.85,0.34,0.85,0.36,2,-2.35,0.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,139,0.84,0.34,0.84,0.36,2,-2.32,0.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,140,0.84,0.34,0.84,0.37,2,-2.29,0.03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,141,0.84,0.34,0.84,0.37,2,-2.26,0.04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,142,0.83,0.33,0.83,0.37,2,-2.23,0.04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,143,0.83,0.33,0.83,0.38,2,-2.20,0.05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,144,0.83,0.33,0.83,0.38,2,-2.17,0.05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,145,0.82,0.32,0.82,0.38,2,-2.15,0.06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,146,0.82,0.32,0.82,0.39,2,-2.12,0.06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,147,0.81,0.32,0.81,0.39,2,-2.10,0.07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
1.5,148,0.81,0.32,0.81,0.39,2,-2.07,0.08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
